,Unnamed: 0,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
1856,3830,Beograd,Stari grad,Dorćol,gundulicev venac,Stan,63,3,CG,3,4,105000,0.80041682
1857,5859,Beograd,Stari grad,Gundulićev venac,gundulicev venac,Stan,68,2,CG,5,6,97000,0.80041682
1858,4042,Beograd,Stari grad,Gundulićev venac,gundulicev venac,Stan,104,4.5,EG,6,7,139000,0.80041682
1859,3525,Beograd,Zvezdara,Kluz,gusinjska,Stan,93,3,CG,3,6,110000,5.104500939
1860,5261,Beograd,Zvezdara,Lipov lad,gvozdiceva,Stan,90,3,CG,5,6,199000,3.102040615
1861,675,Beograd,Zvezdara,Lipov lad,gvozdiceva,Stan,120,3,EG,1,1,169950,3.102040615
1862,5759,Beograd,Zvezdara,Lion,gvozdiceva,Stan,110,3,Podno,PR,1,149000,3.102040615
1863,2145,Beograd,Zvezdara,Lipov lad,gvozdiceva,Stan,120,3,EG,1,1,169950,3.102040615
1864,4340,Beograd,Stari grad,Atelje 212,hilandarska,Stan,80,3,CG,3,4,169000,0.62541798
1865,3855,Beograd,Stari grad,Centar,hilandarska,Stan,25,1.5,TA,3,3,55000,0.62541798
1866,3658,Beograd,Palilula,Karaburma,husinskih rudara,Stan,51,2,TA,3,5,55000,4.731157614
1867,2470,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,47,1.5,CG,5,5,90000,5.319703206
1868,186,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,69,3,CG,4,6,114000,5.319703206
1869,2277,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,82,3.5,TA,VPR,4,130000,5.319703206
1870,2500,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,44,1,CG,5,5,90000,5.319703206
1871,591,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,47,1.5,CG,5,5,90000,5.319703206
1872,4191,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,45,2,CG,2,4,130000,5.319703206
1873,1978,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,69,3,CG,4,6,114000,5.319703206
1874,540,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,82,3.5,TA,VPR,4,130000,5.319703206
1875,705,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,44,1,CG,5,5,90000,5.319703206
1876,5797,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,71,3.5,TA,VPR,2,129900,5.319703206
1877,3208,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,49,1,CG,6,6,90000,5.319703206
1878,1723,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,69,3,CG,4,6,114000,5.319703206
1879,3149,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,51,1.5,CG,6,6,90000,5.319703206
1880,2849,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,69,3,CG,5,6,114000,5.319703206
1881,4140,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,40,2,CG,1,4,112000,5.319703206
1882,3186,Beograd,Vračar,Hram svetog Save,hadzi melentijeva,Stan,69,3,CG,4,6,114000,5.319703206
1883,1321,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,51,1.5,CG,6,6,90000,5.319703206
1884,1448,Beograd,Vračar,Neimar,hadzi melentijeva,Stan,49,1,CG,6,6,90000,5.319703206
1885,600,Beograd,Vračar,Kalenić pijaca,hadzi prodanova,Stan,53,2,EG,2,4,120000,1.65557166
1886,2200,Beograd,Vračar,Kalenić pijaca,hadzi prodanova,Stan,53,2,EG,2,4,120000,1.65557166
1887,5916,Beograd,Vračar,SC Vračar,hadzi ruvimova,Stan,82,3,CG,VPR,6,142000,1.925738989
1888,3653,Beograd,Vračar,Kalenić pijaca,hadzi djerina,Stan,65,2,EG,PR,3,109000,1.65557166
1889,1929,Beograd,Savski venac,Nemanjina,hajduk veljkov venac,Stan,80,3.5,CG,1,7,130000,0.796822796
1890,260,Beograd,Savski venac,Nemanjina,hajduk veljkov venac,Stan,80,3.5,CG,1,7,130000,0.796822796
1891,2548,Beograd,Voždovac,Medaković 2,hanibala lucica,Stan,80,3,TA,2,4,81000,8.350170945
1892,543,Beograd,Voždovac,Medaković 2,hanibala lucica,Stan,80,3,TA,2,4,81000,8.350170945
1893,21,Beograd,Zemun,Altina,hemingvejeva,Stan,40,1,TA,2,3,32000,4.692797887
1894,1810,Beograd,Zemun,Altina,hemingvejeva,Stan,40,1,TA,2,3,32000,4.692797887
1895,0,Beograd,Zemun,Prvomajska,hercegovacka,Stan,93,3,TA,PR,1,80000,0.79408908
1896,1790,Beograd,Zemun,Prvomajska,hercegovacka,Stan,93,3,TA,PR,1,80000,0.79408908
1897,4397,Beograd,Zemun,Prvomajska,hercegovacka,Stan,45,2,EG,VPR,3,65000,0.79408908
1898,89,Beograd,Stari grad,Atelje 212,hilandarska,Stan,75,3,CG,2,4,160000,0.62541798
1899,1782,Beograd,Stari grad,Atelje 212,hilandarska,Stan,75,3,CG,2,4,160000,0.62541798
